"","risk","minprep","maxprep","medianprep","meanprep","mincovid","maxcovid","mediancovid","meancovid","minpostcovid","maxpostcovid","medianpostcovid","meanpostcovid"
"1","GBM",0.286635717941806,3.02475853499485,1.01246519630664,NA,0.56967135819558,2.04620533914744,1.04752896484966,1.18809562364175,0.655854564008113,1.38679563479179,0.977556393667392,1.00562304569349
"2","PWID",0.607903775482313,2.63348216617637,1.3652122118201,NA,0.435538934263646,1.58582664786299,0.89445431758374,0.948168906558498,0.365497605362642,1.44384422452545,0.71205913781446,0.765627362429259
