"","mean.growth_Before_PrEP","mean.growth_Early_HAART","mean.growth_Early_TaSP","mean.growth_Harm_reduction","mean.growth_PrEP_COVID19","mean.growth_PrEP_post-COVID19","mean.growth_PrEP_pre-COVID19","mean.growth_STOP_HIVAIDS","stdev.growth_Before_PrEP","stdev.growth_Early_HAART","stdev.growth_Early_TaSP","stdev.growth_Harm_reduction","stdev.growth_PrEP_COVID19","stdev.growth_PrEP_post-COVID19","stdev.growth_PrEP_pre-COVID19","stdev.growth_STOP_HIVAIDS","mean.growth.smooth_Before_PrEP","mean.growth.smooth_Early_HAART","mean.growth.smooth_Early_TaSP","mean.growth.smooth_Harm_reduction","mean.growth.smooth_PrEP_COVID19","mean.growth.smooth_PrEP_post-COVID19","mean.growth.smooth_PrEP_pre-COVID19","mean.growth.smooth_STOP_HIVAIDS","stdev.growth.smooth_Before_PrEP","stdev.growth.smooth_Early_HAART","stdev.growth.smooth_Early_TaSP","stdev.growth.smooth_Harm_reduction","stdev.growth.smooth_PrEP_COVID19","stdev.growth.smooth_PrEP_post-COVID19","stdev.growth.smooth_PrEP_pre-COVID19","stdev.growth.smooth_STOP_HIVAIDS","clusterID","FC.before.during.mean","FC.before.during.mean.smooth"
"21",0.0263157894736842,0.883074039332332,0.0578032153032153,0.0479204249856424,NA,NA,0,0,0.128920512778062,2.05577677196892,0.154716207150992,0.147334507347311,NA,NA,NA,0,0.0153508771929825,1.04850149686505,0.058032153032153,0.0581467564839037,NA,NA,0.0526315789473684,0.001984126984127,0.0244371379730282,1.96010366299067,0.04133286877678,0.0679797001589535,NA,NA,NA,0.00823817471263464,109,0,3.42857142857143
"22",0,0.740816326530612,0.118713336783989,0.125188237688238,NA,NA,0.223041474654378,0.0506956467838527,0,2.17888315911864,0.331315821788632,0.400108292236252,NA,NA,0.305774172400498,0.14501165753764,0.00977011494252874,0.820181405895692,0.136094355523703,0.112393162393162,NA,NA,0.0789554531490015,0.0486466712716088,0.0184904844855127,2.07434048723205,0.0869157658542693,0.10212991620076,NA,NA,0.041509912759581,0.0307641372503881,219,Inf,8.08132285172133
"23",NA,1.7125,0.086536384585485,0.227004228571566,NA,NA,NA,0.0269113830181683,NA,3.30492057393215,0.274479884497532,0.470298249853525,NA,NA,NA,0.126978544182481,NA,1.75729166666667,0.086536384585485,0.305013487830825,NA,NA,NA,0.0204239278210357,NA,3.21522978125923,0.0610904395199077,0.273237361991626,NA,NA,NA,0.0315518017142624,34,NA,NA
"24",0.0339080459770115,0.84853638425067,0.0766700147678409,0.095823055943025,NA,NA,0,0.0178723468953354,0.114897042474113,2.22182109511121,0.188359252110361,0.280391940649866,NA,NA,0,0.0863525992848909,0.0339080459770115,0.863687899402185,0.0766700147678409,0.10087356099353,NA,NA,0,0.0178723468953354,0.0316203242414375,1.83200380252422,0.0544880039361429,0.0844651519884908,NA,NA,0,0.0180130856536973,102,0,0
"25",0,0.668571428571429,0.0300320512820513,0.241677079874852,NA,NA,0.166666666666667,0.00641025641025641,0,2.1903224888226,0.117611458632418,0.433093533028028,NA,NA,0.408248290463863,0.0543928293220421,0,0.730476190476191,0.0477017140468227,0.230609555410589,NA,NA,0.0138888888888889,0.00801282051282051,0,2.07580004937968,0.05035112461083,0.136177857860943,NA,NA,0.0340206908719886,0.0157294771486832,206,Inf,Inf
"26",0.0454545454545454,0.363636363636364,0.504969336219336,0,0,NA,0.0602766798418972,0.159447394567364,0.153998100701804,2.08893187146837,1.20386719479938,0,0,NA,0.170325235937842,0.308537327088431,0.0716450216450217,0.393939393939394,0.4936056998557,0,1.85037170770859e-17,NA,0.0602766798418972,0.158292993412962,0.0433121532094365,2.09074439404058,0.268604388754083,0,0,NA,0.0590990604271993,0.0570298347832774,217,1.32608695652174,0.841324050965454
"27",NA,0.938153706758358,0.021286231884058,0.0561337467515957,NA,NA,NA,0.073905325443787,NA,2.25255354652804,0.103189842004959,0.17258652660997,NA,NA,NA,0.176839568663412,NA,1.16340287619357,0.0230978260869564,0.0549260172829966,NA,NA,NA,0.0468639053254436,NA,2.19836579064388,0.0232793492030511,0.0338542528072759,NA,NA,NA,0.033953505564676,200,NA,NA
"28",0.0294117647058823,1.38888888888889,0.190146067168126,0.153114478114478,NA,NA,0.03,0.00980392156862745,0.144087631928422,3.16486016583372,0.380988415947028,0.55003059194064,NA,NA,0.15,0.0831890330807703,0.0294117647058823,1.6712962962963,0.167474498540675,0.153114478114478,NA,NA,0.03,0.0249183006535948,0.0300443481444264,3.07842378369379,0.0966952942165313,0.171377045087918,NA,NA,0.0318688719599549,0.041366063172279,122,1.02,1.02
"29",0.0715367965367965,2.4,0.273214285714286,0.0833333333333333,0.183829853780593,NA,0.0755106766143555,0.157271714353758,0.193506651407083,5.3665631459995,0.851978489716011,0.707106781186548,0.229446856613786,NA,0.180818257082014,0.423767183347627,0.105284359889623,2.4,0.361011904761905,0.0347222222222222,0.135730806321939,NA,0.0469307949575508,0.149990780537736,0.0402441032531343,5.3665631459995,0.19799778468068,0.153053173326837,0.0277285751914899,NA,0.0296590476358234,0.0955192096488884,41,1.05555015418554,0.4457527690414
"30",NA,0.909850104646485,NA,0.0832671618625314,NA,NA,NA,NA,NA,2.10406036019508,NA,0.192593439818912,NA,NA,NA,NA,NA,1.1202112576547,NA,0.0877131219962078,NA,NA,NA,NA,NA,2.03114418294063,NA,0.0547229154693509,NA,NA,NA,NA,210,NA,NA
"31",0.0185185185185185,NA,0.270833333333333,0.315789473684211,NA,NA,0,0.289347730480285,0.0907218423253029,NA,1.10587566792465,1.94665705356915,NA,NA,0,0.617701281683439,0.0367403691316735,NA,0.213541666666667,0.342105263157895,NA,NA,-1.85037170770859e-17,0.321468224720345,0.0473003283088811,NA,0.250829740084062,1.94903046985007,NA,NA,0,0.167367539386465,93,0,-5.03634490191719e-16
"32",0.0303030303030303,0.815357142857143,0.167132019811973,0.108417508417508,NA,NA,NA,0.0162698412698413,0.14213381090374,2.22662493067294,0.39449359605369,0.334447454139269,NA,NA,NA,0.0969588017148679,0.00252525252525253,0.925922619047619,0.138078764738014,0.145371873496873,NA,NA,NA,0.0356386779858142,0.0118444842419784,2.15176056138689,0.127362701851768,0.129981969149608,NA,NA,NA,0.0648678053479648,235,NA,NA
"33",0.0238095238095238,0.7,0.0598447712418301,0.133593721093721,NA,NA,0.177501194457716,0.0171052631578947,0.116642368703961,2.17625769636218,0.253520207834407,0.391788899923827,NA,NA,0.321196225180405,0.101940709415426,0.0238095238095238,0.775396825396825,0.0598447712418301,0.149797424797425,NA,NA,0.0484460105112279,0.0171052631578947,0.0243216151645357,2.08358612481027,0.0716390647260301,0.154346137905479,NA,NA,0.0734461805202174,0.0243722640892762,26,7.45505016722408,2.03473244147157
"34",0,NA,0.398214285714286,0.292682926829268,NA,NA,0,0.19638985502241,0,NA,1.18579530612707,1.87408514266327,NA,NA,0,0.405999627387204,0.0123792270531401,NA,0.319146825396825,0.317073170731707,NA,NA,0,0.244975086216337,0.0293459136242502,NA,0.25779494335676,1.87668623363422,NA,NA,0,0.212480950630183,91,NA,0
"35",0.316403245447363,NA,1.71428571428571,NA,0,0.252631578947368,0.0704453441295547,0.287896825396825,0.425256829775358,NA,4.53557367611073,NA,0,0.345930036319052,0.198983995086156,0.923537382907174,0.315218604924487,NA,1.71428571428571,NA,0.0204545454545455,0.0526315789473684,0.120577319996825,0.277827380952381,0.0716723015621563,NA,4.53557367611073,NA,0.0251618139870098,0.0372161463782393,0.0827792600293174,0.261505811436499,209,0.222644189473948,0.382519680352338
"36",0.0444664031620553,NA,0.108630952380952,0.357746478873239,NA,NA,0,0.15160802891066,0.150690889649868,NA,0.428315420834922,1.7471333232168,NA,NA,0,0.426047418909212,0.0563711650668172,NA,0.108630952380952,0.371830985915493,NA,NA,0,0.147639774942407,0.0428467970270346,NA,0.108807982980229,1.42752030410961,NA,NA,0,0.15082930490565,218,0,0
"37",0,0.893580063347505,0.0322916666666667,0.0300245098039216,NA,NA,NA,0.0202205882352941,0,2.24242166135532,0.156589170889038,0.145065981431763,NA,NA,NA,0.120522985863075,7.40148683083438e-17,1.11520075531703,0.0360498366013073,0.0219635076252724,NA,NA,NA,0.0267020697167757,0,2.21850488727697,0.0308666147018484,0.0313775259801147,NA,NA,NA,0.037073267619482,6,NA,NA
"38",NA,0.461538461538462,0.183350432247491,0.242328042328042,NA,NA,NA,0.0776315789473684,NA,2.12561017674497,0.400282385908629,0.748223303273686,NA,NA,NA,0.20988030173756,NA,0.358974358974359,0.191403653536006,0.280522486772487,NA,NA,NA,0.103849697773846,NA,1.92267877119918,0.105115313280347,0.20909208121772,NA,NA,NA,0.103715137169996,67,NA,NA
"39",NA,0.27906976744186,0.0902513637033761,0.355485255485256,NA,NA,NA,0.0336643748408454,NA,1.82998284399126,0.311904462805547,1.07751289693537,NA,NA,NA,0.136106831319905,NA,0.302325581395349,0.11509110729312,0.338925426425426,NA,NA,NA,0.0283167812579577,NA,1.83270400957464,0.0852717677789005,0.33621598032365,NA,NA,NA,0.023964028637629,232,NA,NA
