"","factor","Mean","2.5 %","97.5 %"
"1","(Intercept)",28.9422570178715,18.9689754204658,43.8934751041763
"2","log(size2017)",1.01166505053817,0.967651661241803,1.05654613396
"3","perc_MSM",1.00164829413596,1.00014301596837,1.00316982572693
"4","medianAge2023",0.99062107584935,0.982212523873974,0.999132766055401
"5","perc_HA_Van",1.0006821955208,0.998024111216629,1.00336686885088
